number,title,classification,timestamp,latitude,longitude,geometry,index_right,STATEFP,STATENS,AFFGEOID,GEOID,STUSPS,NAME,LSAD,ALAND,AWATER
19938,Report 19938: Teenager views runner covered in hair near Michigamme,Class A,1971-07-15T12:00:00Z,46.5244,-88.16701,POINT (-88.16701 46.5244),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
20002,Report 20002: Afternoon highway crossing near Felch,Class A,1965-07-01T12:00:00Z,46.01398,-87.98718,POINT (-87.98718 46.01398),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
20100,Report 20100: Daylight sighting by hunters near Gwinn (Upper Peninsula),Class A,1990-10-01T12:00:00Z,46.09045,-87.48289,POINT (-87.48289 46.09045),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
20173,"Report 20173: Motorist describes nighttime sighting/encounter in headlights on US-2, west of St. Ignace",Class A,1979-06-01T12:00:00Z,45.91515,-84.87524,POINT (-84.87524 45.91515),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
20202,Report 20202: Motorist sighting on County Road 426 between Cornell and Watson,Class A,1982-10-01T12:00:00Z,45.9642,-87.3289,POINT (-87.3289 45.9642),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
20423,Report 20423: Sighting by two teenagers in woods near Albion,Class A,1979-10-18T12:00:00Z,42.3125,-84.7378,POINT (-84.7378 42.3125),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
20457,Report 20457: Nighttime sighting by Air Force personnel near Seney National Wildlife Refuge,Class A,1977-01-01T12:00:00Z,46.34575,-85.95865,POINT (-85.95865 46.34575),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
21271,Report 21271: Man describes road sighting in teen years near Pine Stump Junction,Class A,1986-07-01T12:00:00Z,46.56725,-85.589,POINT (-85.589 46.56725),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
21792,Report 21792: Night Time Sighting by Motorist - South of Lupton,Class A,2008-10-22T12:00:00Z,44.41835,-84.40335,POINT (-84.40335 44.41835),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
22802,Report 22802: Man recalls spotting a sasquatch watching him while hunting deer north of Grand Rapids,Class A,2008-10-06T12:00:00Z,43.21,-85.41,POINT (-85.41 43.21),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
22973,Report 22973: Young ape-like creature seen squatting on a tree limb near Shingleton,Class A,1993-06-07T12:00:00Z,46.3126,-86.5228,POINT (-86.5228 46.3126),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
23481,Report 23481: Juvenile Bigfoot crosses road and clears a fence near Fowlerville,Class A,1978-07-01T12:00:00Z,42.68505,-84.04025,POINT (-84.04025 42.68505),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
23530,Report 23530: Man recalls childhood incident near Grayling,Class A,1973-05-01T12:00:00Z,44.7,-84.71,POINT (-84.71 44.7),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
23929,Report 23929: Dusk sighting by two women near Three Lakes (w/sketch by artist),Class A,1970-09-01T12:00:00Z,46.56913,-88.28403,POINT (-88.28403 46.56913),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
24127,Report 24127: Partridge hunter has a daylight sighting while driving from Germfask,Class A,2002-09-15T12:00:00Z,46.18968,-85.97613,POINT (-85.97613 46.18968),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
24238,Report 24238: Man recalls multi-witness sighting in teen years near Manistique,Class A,1962-04-01T12:00:00Z,45.964,-86.1437,POINT (-86.1437 45.964),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
24776,"Report 24776: Near Bendon, woman and daughter recall their daylight sighting from automobile",Class A,1985-05-15T12:00:00Z,44.62845,-85.86292,POINT (-85.86292 44.62845),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
24854,Report 24854: Dusk sighting by two teenagers participating in the Youth Deer Hunt near Wolverine,Class A,2008-10-16T12:00:00Z,45.1475,-84.425,POINT (-84.425 45.1475),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
24868,Report 24868:  Hunter tells of his daylight encounter while baiting bear outside Lewiston,Class A,2008-10-12T12:00:00Z,44.76,-84.12485,POINT (-84.12485 44.76),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
25031,Report 25031: Bird hunter surprises a resting sasquatch near Curtisville,Class A,2008-11-18T12:00:00Z,44.565,-83.845,POINT (-83.845 44.565),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
25298,Report 25298: Man recalls a sasquatch watching he and a group of teenagers taking a walk while camping near Houghton Lake,Class A,2009-07-16T12:00:00Z,44.17335,-84.6,POINT (-84.6 44.17335),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
25622,Report 25622: Two men see a bigfoot cross a road near Rose City,Class A,1997-10-01T12:00:00Z,44.5256,-84.06493,POINT (-84.06493 44.5256),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
25651,Report 25651: Man tells of sighting of two creatures while shining for deer near Beaverton,Class A,1996-10-01T12:00:00Z,43.87,-84.355,POINT (-84.355 43.87),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
26245,Report 26245: Man recalls scary incidents as a teenager on his family's farm SW of Mt. Pleasant,Class A,1986-09-01T12:00:00Z,43.45135,-85.12935,POINT (-85.12935 43.45135),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
26372,Report 26372: Homeowner recalls a sighting outside her window and hearing strange vocalizations near Palo,Class A,1983-08-15T12:00:00Z,43.1095,-84.9825,POINT (-84.9825 43.1095),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
27009,Report 27009: Woman recalls daylight sighting while driving and a possible incident at a home east of Gaylord,Class A,2010-07-26T12:00:00Z,44.94835,-84.165,POINT (-84.165 44.94835),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
27783,Report 27783: Man recounts two experiences with bigfoot while camping in the Lower Peninsula,Class A,2010-10-09T12:00:00Z,44.59665,-84.0415,POINT (-84.0415 44.59665),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
28373,Report 28373: Woman recalls her early morning sighting of a sasquatch east of Brimley,Class A,2011-02-21T12:00:00Z,46.37165,-84.91665,POINT (-84.91665 46.37165),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
28668,Report 28668: Man recalls encounter he had as a teenager near Kalkaska,Class A,2011-05-23T12:00:00Z,44.76665,-85.00165,POINT (-85.00165 44.76665),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
29091,Report 29091: Motorist is shocked by sighting on I-75 between Wolverine & Indian River,Class A,2009-07-17T12:00:00Z,45.35665,-84.605,POINT (-84.605 45.35665),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
29178,Report 29178: Passenger recalls a nighttime sighting near Brooklyn.,Class A,1980-11-16T12:00:00Z,42.068,-84.22701,POINT (-84.22701 42.068),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
29409,Report 29409: Woman remembers childhood sighting near Rogers City,Class A,1967-05-17T12:00:00Z,45.40985,-83.85985,POINT (-83.85985 45.40985),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
29615,Report 29615: Nighttime sighting remembered while driving southeast of Kalkaska,Class A,2011-06-29T12:00:00Z,44.525,-85.075,POINT (-85.075 44.525),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
30090,"Report 30090: Grandfather and grandson witness a big, black creature chasing a deer near Manistee",Class A,2009-11-15T12:00:00Z,44.22671,-86.10172,POINT (-86.10172 44.22671),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
30753,Report 30753: Witness recalls a childhood face to face daylight sighting near his home and night vocalizations outside Gaylord,Class A,2011-11-05T12:00:00Z,45.0,-85.0,POINT (-85 45),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
30902,Report 30902: Nighttime sighting on CR550 outside Marquette,Class A,2002-11-15T12:00:00Z,46.60424,-87.46171,POINT (-87.46171 46.60424),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
31025,Report 31025: Close encounter by a hunter tracking his dogs at night outside the Seney National Wildlife Refuge,Class A,2010-08-15T12:00:00Z,46.19183,-86.21193,POINT (-86.21193 46.19183),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
31444,Report 31444: Woman recalls being paralyzed by fear during childhood sighting near Lake Hudson State Park,Class A,1978-07-15T12:00:00Z,41.871,-84.2995,POINT (-84.2995 41.871),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
31603,Report 31603: Motorists describe a nighttime sighting near the Manistee National Forest.,Class A,2011-07-15T12:00:00Z,43.674,-86.4565,POINT (-86.4565 43.674),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
33611,Report 33611: Air National Guardsman describes being ushered out of the woods culminating in a nighttime sighting from his car near the Presque Isle Lighthouse,Class A,2003-07-15T12:00:00Z,45.351,-83.4885,POINT (-83.4885 45.351),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
35282,Report 35282: Close encounter experienced while waiting for the school bus near Marion,Class A,2009-05-04T12:00:00Z,44.1305,-85.2165,POINT (-85.2165 44.1305),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
35387,Report 35387: Late afternoon sighting by two brothers near Baldwin,Class A,2012-07-15T12:00:00Z,44.0559,-85.92196,POINT (-85.92196 44.0559),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
37553,Report 37553: Multiple childhood interactions recalled by a woman who grew up near Kalamazoo,Class A,1974-03-15T12:00:00Z,42.225,-85.6885,POINT (-85.6885 42.225),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
40204,Report 40204: Daylight sighting by a young man fishing near Whittemore,Class A,2013-04-11T12:00:00Z,44.2725,-83.89001,POINT (-83.89001 44.2725),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
43798,Report 43798: Memory told of an early evening sighting at a migrant work camp in Bear Lake,Class A,1984-10-01T12:00:00Z,44.38367,-86.19037,POINT (-86.19037 44.38367),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
45572,Report 45572: Teens shining for deer have a scary encounter near Kingsley,Class A,2000-10-21T12:00:00Z,44.50587,-85.51546,POINT (-85.51546 44.50587),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
55598,Report 55598: Trapper has a daylight sighting while driving near Wakefield,Class A,2016-08-15T12:00:00Z,46.3018,-89.91997,POINT (-89.91997 46.3018),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
51317,Report 51317: Motorist has dusk sighting on Hwy. 41 outside Peshtigo,Class A,2004-06-20T12:00:00Z,45.15,-87.6779,POINT (-87.6779 45.15),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
3007,"Report 3007: Bare, wide footprints seen in the mud of a February thaw",Class B,2001-02-15T12:00:00Z,42.285,-83.59014,POINT (-83.59014 42.285),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
3388,Report 3388: Father and sons hear screams while deerhunting near Gay,Class B,2001-11-15T12:00:00Z,47.232,-88.16361,POINT (-88.16361 47.232),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
3525,Report 3525: Snowmobiler finds large barefoot tracks in upper peninsula of Michigan,Class B,1972-02-25T12:00:00Z,46.52889,-85.49639,POINT (-85.49639 46.52889),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
5137,Report 5137: Scientist hears nocturnal vocalizations near Ontanagon.,Class B,2002-07-20T12:00:00Z,46.87111,-89.31389,POINT (-89.31389 46.87111),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
5694,Report 5694: Campers have strange encounter near swamp in the Upper Peninsula,Class B,1986-07-15T12:00:00Z,46.01278,-86.81917,POINT (-86.81917 46.01278),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
7181,"Report 7181: Two bikers hear strange sound near ""Lost Nation""",Class B,2003-05-01T12:00:00Z,41.79639,-84.4587,POINT (-84.4587 41.79639),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
7272,"Report 7272: Hunters endure hour-long, intimidation behavior by unseen aggressor(s)",Class B,2003-11-07T12:00:00Z,44.6375,-83.51418,POINT (-83.51418 44.6375),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
7275,Report 7275: Mother and son find footprints in woods near Nunica.,Class B,1994-07-16T12:00:00Z,43.103,-86.075,POINT (-86.075 43.103),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
7386,"Report 7386: Observer hears scream changing to low ""demonic"" chuckle",Class B,1974-12-15T12:00:00Z,42.0288,-86.5153,POINT (-86.5153 42.0288),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
7800,Report 7800: Odd sounds and animal behavior from the forest cause woman concern.,Class B,2000-07-15T12:00:00Z,44.82167,-84.47611,POINT (-84.47611 44.82167),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
8351,Report 8351: Father describes possible late night vocalizations heard by his boys near Willis,Class B,1999-06-19T12:00:00Z,42.15965,-83.55718,POINT (-83.55718 42.15965),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
9544,Report 9544: Loud vocalization heard near gravel pit,Class B,2004-08-31T12:00:00Z,42.36639,-83.86097,POINT (-83.86097 42.36639),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
9568,Report 9568: Teen hears extremely loud vocalization along path near home,Class B,1982-09-15T12:00:00Z,43.60667,-85.27652,POINT (-85.27652 43.60667),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
10889,Report 10889: Teens find footprint in swampy ground near Interlochen.,Class B,1984-02-11T12:00:00Z,44.64535,-85.77714,POINT (-85.77714 44.64535),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
14828,Report 14828: Possible dusk sighting near Lake Hudson State Park,Class B,1995-06-01T12:00:00Z,41.80832,-84.20835,POINT (-84.20835 41.80832),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
15150,Report 15150: Possible daylight sighting by backwoods motorist couple near Huron National Forest,Class B,2006-07-09T12:00:00Z,44.53665,-84.16389,POINT (-84.16389 44.53665),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
15514,"Report 15514: Possible stalking at rural school bus stop near Benzonia, Michigan",Class B,1984-10-01T12:00:00Z,44.5976,-86.09081,POINT (-86.09081 44.5976),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
17175,Report 17175: Possible bluff charge toward a hunter in a blind near Copemish,Class B,1995-11-15T12:00:00Z,44.4887,-85.93575,POINT (-85.93575 44.4887),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
17348,Report 17348: Possible tracks in snow near Gwinn,Class B,2007-01-19T12:00:00Z,46.34445,-87.3459,POINT (-87.3459 46.34445),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
17939,Report 17939: Possible stalking of two people walking in the early evening near Lake Michigan and Gulliver Lake (Upper Peninsula),Class B,2006-07-11T12:00:00Z,45.9796,-86.0221,POINT (-86.0221 45.9796),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
19223,Report 19223: Possible footprints found near Manistee,Class B,2006-11-20T12:00:00Z,44.091,-86.42896,POINT (-86.42896 44.091),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
19838,Report 19838: Possible vocals at property near the Allegan State Game Area,Class B,2007-06-20T12:00:00Z,42.4637,-85.95915,POINT (-85.95915 42.4637),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
19936,Report 19936: Possible footprints found in snow outside Marquette,Class B,2004-01-22T12:00:00Z,46.52545,-87.5034,POINT (-87.5034 46.52545),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
19961,Report 19961: Possible knocking heard in Pictured Rocks National Lakeshore,Class B,2007-06-14T12:00:00Z,46.4722,-86.5367,POINT (-86.5367 46.4722),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
20043,Report 20043: Possible footprint and chatter outside Wetmore,Class B,2007-06-01T12:00:00Z,46.159,-86.611,POINT (-86.611 46.159),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
20579,Report 20579: Possible Sighting by Deer Hunter in the Ottawa National Forest,Class B,1996-11-17T12:00:00Z,46.2803,-88.7751,POINT (-88.7751 46.2803),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
21916,Report 21916: Possible Evening Encounter by Woman on Horseback near Union,Class B,1969-07-01T12:00:00Z,41.80205,-85.84005,POINT (-85.84005 41.80205),6,26,01779789,0400000US26,26,MI,Michigan,00,146600952990,103885855702
